case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,score,threshold,segment_status,method,detection_window,detection_hop,time,DOC,feed,material,material_name,VB
1,1,AE_table,7728,7728,9000,True,4.038692708797014,2.4129308833364416,0.5974534477645691,ok,reverse_kurtosis_sensor_source,256,16,2,1.5,0.5,1,cast_iron,0.0
1,2,AE_table,6704,6704,9000,True,2.571096360250641,1.4013328459291117,0.5450331880170889,ok,reverse_kurtosis_sensor_source,256,16,4,1.5,0.5,1,cast_iron,
1,3,AE_table,7056,7056,9000,True,3.239218897455847,2.2028270250560853,0.6800488311496931,ok,reverse_kurtosis_sensor_source,256,16,6,1.5,0.5,1,cast_iron,
1,4,AE_table,7280,7280,9000,True,6.064597661922102,3.9999528623359333,0.6595578281217969,ok,reverse_kurtosis_sensor_source,256,16,7,1.5,0.5,1,cast_iron,0.11
1,5,AE_table,6384,6384,9000,True,2.6259748418362974,1.5134565314125918,0.5763408343819596,ok,reverse_kurtosis_sensor_source,256,16,11,1.5,0.5,1,cast_iron,
1,6,AE_table,7136,7136,9000,True,2.6861518628603482,1.6900377645635951,0.6291668717349705,ok,reverse_kurtosis_sensor_source,256,16,15,1.5,0.5,1,cast_iron,0.2
1,7,AE_table,7200,7200,9000,True,5.403818211237666,3.6393446781849126,0.6734765189937746,ok,reverse_kurtosis_sensor_source,256,16,19,1.5,0.5,1,cast_iron,0.24
1,8,AE_table,7760,7760,9000,True,3.053005958282384,2.0413956615488673,0.6686510571680313,ok,reverse_kurtosis_sensor_source,256,16,22,1.5,0.5,1,cast_iron,0.29
1,9,AE_table,8592,8592,9000,True,2.961116594145288,2.8682724470885175,0.968645561865648,ok,reverse_kurtosis_sensor_source,256,16,26,1.5,0.5,1,cast_iron,0.28
1,10,AE_table,8512,8512,9000,True,22.174194118343195,11.922024816618654,0.5376531274583821,ok,reverse_kurtosis_sensor_source,256,16,29,1.5,0.5,1,cast_iron,0.29
1,11,AE_table,8608,8608,9000,True,20.893910714589385,14.789343403110106,0.707830315019122,ok,reverse_kurtosis_sensor_source,256,16,32,1.5,0.5,1,cast_iron,0.38
1,12,AE_table,6752,6752,9000,True,5.541992539419169,3.1561204546409254,0.5694920071051127,ok,reverse_kurtosis_sensor_source,256,16,35,1.5,0.5,1,cast_iron,0.4
1,13,AE_table,7760,7760,9000,True,5.7947910492428445,3.487522803892345,0.6018375424153102,ok,reverse_kurtosis_sensor_source,256,16,38,1.5,0.5,1,cast_iron,0.43
1,14,AE_table,7440,7440,9000,True,5.056461932294565,4.045525034259588,0.800070303786252,ok,reverse_kurtosis_sensor_source,256,16,41,1.5,0.5,1,cast_iron,0.45
1,15,AE_table,6496,6496,9000,True,2.423528609627649,1.6676811381308003,0.6881210857191405,ok,reverse_kurtosis_sensor_source,256,16,44,1.5,0.5,1,cast_iron,0.5
1,16,AE_table,7280,7280,9000,True,4.519299120033064,3.381638924238126,0.7482662320897375,ok,reverse_kurtosis_sensor_source,256,16,46,1.5,0.5,1,cast_iron,
1,17,AE_table,8464,8464,9000,True,12.423252987091967,11.139558030766613,0.8966699818741868,ok,reverse_kurtosis_sensor_source,256,16,48,1.5,0.5,1,cast_iron,0.44
2,1,AE_table,9000,9000,9000,False,0.0,0.0,0.0,threshold_exceeded,reverse_kurtosis_sensor_source,256,16,3,0.75,0.5,1,cast_iron,0.08
2,2,AE_table,5872,5872,9000,True,2.1654213656068215,2.351030878362005,1.0857151941423668,ok,reverse_kurtosis_sensor_source,256,16,9,0.75,0.5,1,cast_iron,0.14
2,3,AE_table,6784,6784,9000,True,3.7849034088030686,2.2429815370709356,0.5926126230461631,ok,reverse_kurtosis_sensor_source,256,16,12,0.75,0.5,1,cast_iron,0.14
2,4,AE_table,6880,6880,9000,True,5.222050598170753,2.681456445766179,0.51348725856855,ok,reverse_kurtosis_sensor_source,256,16,15,0.75,0.5,1,cast_iron,0.14
2,5,AE_table,8032,8032,9000,True,10.841493337507307,6.260312560663309,0.577440059755813,ok,reverse_kurtosis_sensor_source,256,16,22,0.75,0.5,1,cast_iron,0.15
2,6,AE_table,6816,6816,9000,True,2.54268706830527,2.1174373512397517,0.8327557793608105,ok,reverse_kurtosis_sensor_source,256,16,24,0.75,0.5,1,cast_iron,
2,7,AE_table,8448,8448,9000,True,8.20094466913878,6.921034900090304,0.843931422452691,ok,reverse_kurtosis_sensor_source,256,16,27,0.75,0.5,1,cast_iron,0.18
2,8,AE_table,8560,8560,9000,True,11.65585095400673,8.373574711354133,0.7184009768470863,ok,reverse_kurtosis_sensor_source,256,16,33,0.75,0.5,1,cast_iron,0.22
2,9,AE_table,6208,6208,9000,True,4.353938333064106,3.127259971174148,0.7182600514621824,ok,reverse_kurtosis_sensor_source,256,16,39,0.75,0.5,1,cast_iron,0.26
2,10,AE_table,8224,8224,9000,True,3.299657555363525,2.2265757839389253,0.6747899582235051,ok,reverse_kurtosis_sensor_source,256,16,45,0.75,0.5,1,cast_iron,0.31
2,11,AE_table,7728,7728,9000,True,6.227700898560203,4.409659741750772,0.7080718572666238,ok,reverse_kurtosis_sensor_source,256,16,51,0.75,0.5,1,cast_iron,0.38
2,12,AE_table,8512,8512,9000,True,5.838887857258069,3.12407692243005,0.5350465703054746,ok,reverse_kurtosis_sensor_source,256,16,59,0.75,0.5,1,cast_iron,0.43
2,13,AE_table,7488,7488,9000,True,5.692132138706254,3.6732130899371187,0.6453140932821527,ok,reverse_kurtosis_sensor_source,256,16,66,0.75,0.5,1,cast_iron,0.48
2,14,AE_table,8528,8528,9000,True,3.084515863536131,1.6626847980012682,0.5390423883546053,ok,reverse_kurtosis_sensor_source,256,16,72,0.75,0.5,1,cast_iron,0.55
3,1,AE_table,7616,7616,9000,True,5.038276994600437,3.024230596927301,0.6002509588423494,ok,reverse_kurtosis_sensor_source,256,16,0,0.75,0.25,1,cast_iron,0.0
3,2,AE_table,6528,6528,9000,True,2.8497818018320067,1.5428292928674767,0.5413850603835023,ok,reverse_kurtosis_sensor_source,256,16,3,0.75,0.25,1,cast_iron,0.13
3,3,AE_table,5872,5872,9000,True,3.145893560858246,2.982507251693836,0.9480636245293113,ok,reverse_kurtosis_sensor_source,256,16,9,0.75,0.25,1,cast_iron,0.13
3,5,AE_table,7424,7424,9000,True,5.328235677498634,3.3354450240006113,0.6259942738796276,ok,reverse_kurtosis_sensor_source,256,16,21,0.75,0.25,1,cast_iron,0.17
3,6,AE_table,7792,7792,9000,True,6.181036578043976,3.966471287985804,0.641716197258751,ok,reverse_kurtosis_sensor_source,256,16,27,0.75,0.25,1,cast_iron,0.19
3,7,AE_table,7392,7392,9000,True,5.212221586685004,3.3110210441919534,0.6352418041176499,ok,reverse_kurtosis_sensor_source,256,16,33,0.75,0.25,1,cast_iron,0.2
3,8,AE_table,6064,6064,9000,True,4.3757887478805255,2.3963620863231134,0.5476411738293923,ok,reverse_kurtosis_sensor_source,256,16,39,0.75,0.25,1,cast_iron,0.23
