case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,score,threshold,segment_status,method,detection_window,detection_hop,time,DOC,feed,material,material_name,VB
1,1,vib_table,7472,7472,9000,True,1.167845294070574,0.6420406117611872,0.549765123017416,ok,reverse_kurtosis_sensor_source,256,16,2,1.5,0.5,1,cast_iron,0.0
1,2,vib_table,7456,7456,9000,True,1.347368060629647,1.1319889351089385,0.8401482625160301,ok,reverse_kurtosis_sensor_source,256,16,4,1.5,0.5,1,cast_iron,
1,3,vib_table,9000,9000,9000,False,0.9067176010390734,0.7394879436208008,0.8155658859742673,no_exit,reverse_kurtosis_sensor_source,256,16,6,1.5,0.5,1,cast_iron,
1,4,vib_table,8576,8576,9000,True,3.2676431875876055,2.0947704919679238,0.6410646364088354,ok,reverse_kurtosis_sensor_source,256,16,7,1.5,0.5,1,cast_iron,0.11
1,5,vib_table,7456,7456,9000,True,1.0470917989776651,1.3509422875800028,1.2901851479478272,ok,reverse_kurtosis_sensor_source,256,16,11,1.5,0.5,1,cast_iron,
1,6,vib_table,8560,8560,9000,True,1.1652240757811618,1.5001655268384178,1.2874481037748444,ok,reverse_kurtosis_sensor_source,256,16,15,1.5,0.5,1,cast_iron,0.2
1,7,vib_table,8592,8592,9000,True,1.6813100249876398,1.8725864577904088,1.1137663071999429,ok,reverse_kurtosis_sensor_source,256,16,19,1.5,0.5,1,cast_iron,0.24
1,8,vib_table,8496,8496,9000,True,4.109390424495862,5.102953648956179,1.2417787364601884,ok,reverse_kurtosis_sensor_source,256,16,22,1.5,0.5,1,cast_iron,0.29
1,9,vib_table,8368,8368,9000,True,1.1848841183473655,1.7558024739432487,1.4818347606776896,ok,reverse_kurtosis_sensor_source,256,16,26,1.5,0.5,1,cast_iron,0.28
1,10,vib_table,8336,8336,9000,True,6.253401994227344,14.74264763481467,2.3575403673740607,ok,reverse_kurtosis_sensor_source,256,16,29,1.5,0.5,1,cast_iron,0.29
1,11,vib_table,8576,8576,9000,True,1.6358257855584606,2.18073494701253,1.3331095317502926,ok,reverse_kurtosis_sensor_source,256,16,32,1.5,0.5,1,cast_iron,0.38
1,12,vib_table,9000,9000,9000,False,0.9220584111645684,1.353249171159048,1.4676393108859116,no_exit,reverse_kurtosis_sensor_source,256,16,35,1.5,0.5,1,cast_iron,0.4
1,13,vib_table,8576,8576,9000,True,1.9474085231756122,3.2858697514237685,1.68730377438402,ok,reverse_kurtosis_sensor_source,256,16,38,1.5,0.5,1,cast_iron,0.43
1,14,vib_table,8432,8432,9000,True,1.1466273772870277,0.9926615830032838,0.8657229041145166,ok,reverse_kurtosis_sensor_source,256,16,41,1.5,0.5,1,cast_iron,0.45
1,15,vib_table,8384,8384,9000,True,1.2414896740697956,1.4885345774159648,1.198990703269465,ok,reverse_kurtosis_sensor_source,256,16,44,1.5,0.5,1,cast_iron,0.5
1,16,vib_table,9000,9000,9000,False,0.9387182271521423,0.3979360108775045,0.4239142261931072,no_exit,reverse_kurtosis_sensor_source,256,16,46,1.5,0.5,1,cast_iron,
1,17,vib_table,9000,9000,9000,False,0.9103059383987165,0.3492910998538496,0.3837073725646167,no_exit,reverse_kurtosis_sensor_source,256,16,48,1.5,0.5,1,cast_iron,0.44
2,1,vib_table,9000,9000,9000,False,0.0,0.0,0.0,threshold_exceeded,reverse_kurtosis_sensor_source,256,16,3,0.75,0.5,1,cast_iron,0.08
2,2,vib_table,8576,8576,9000,True,3.1902984806430106,7.421659355086228,2.3263213144831476,ok,reverse_kurtosis_sensor_source,256,16,9,0.75,0.5,1,cast_iron,0.14
2,3,vib_table,8128,8128,9000,True,2.916279145628582,4.5321062512568595,1.5540714811363099,ok,reverse_kurtosis_sensor_source,256,16,12,0.75,0.5,1,cast_iron,0.14
2,4,vib_table,9000,9000,9000,False,0.8049799403049466,0.8853345589415116,1.0998218894812704,no_exit,reverse_kurtosis_sensor_source,256,16,15,0.75,0.5,1,cast_iron,0.14
2,5,vib_table,8464,8464,9000,True,1.7458398531159647,2.655326065309707,1.5209448109279615,ok,reverse_kurtosis_sensor_source,256,16,22,0.75,0.5,1,cast_iron,0.15
2,6,vib_table,8560,8560,9000,True,1.2321165074636882,0.9920273425256422,0.8051408584456825,ok,reverse_kurtosis_sensor_source,256,16,24,0.75,0.5,1,cast_iron,
2,7,vib_table,8352,8352,9000,True,2.141696479825796,2.8117718382189936,1.3128712983856419,ok,reverse_kurtosis_sensor_source,256,16,27,0.75,0.5,1,cast_iron,0.18
2,8,vib_table,8176,8176,9000,True,2.252121390358451,1.8508643017255317,0.8218315005785248,ok,reverse_kurtosis_sensor_source,256,16,33,0.75,0.5,1,cast_iron,0.22
2,9,vib_table,9000,9000,9000,False,0.9965163915668414,0.9423654702487306,0.9456597786274596,no_exit,reverse_kurtosis_sensor_source,256,16,39,0.75,0.5,1,cast_iron,0.26
2,10,vib_table,9000,9000,9000,False,0.5323649796382919,0.6968654699495482,1.3089994582710747,no_exit,reverse_kurtosis_sensor_source,256,16,45,0.75,0.5,1,cast_iron,0.31
2,11,vib_table,8256,8256,9000,True,1.5377792608264804,1.5553684861531472,1.0114380690214768,ok,reverse_kurtosis_sensor_source,256,16,51,0.75,0.5,1,cast_iron,0.38
