case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,score,threshold,segment_status,method,detection_window,detection_hop,time,DOC,feed,material,material_name,VB
1,1,smcDC,7520,7520,9000,True,3.0218589054542853,1.7077131809513604,0.5651200914331282,ok,reverse_kurtosis_sensor_source,256,16,2,1.5,0.5,1,cast_iron,0.0
1,2,smcDC,7456,7456,9000,True,6.181704351889552,3.0032480808546316,0.4858284883731866,ok,reverse_kurtosis_sensor_source,256,16,4,1.5,0.5,1,cast_iron,
1,3,smcDC,7280,7280,9000,True,3.7009954591652527,1.9219478232242848,0.5193056420701669,ok,reverse_kurtosis_sensor_source,256,16,6,1.5,0.5,1,cast_iron,
1,4,smcDC,7008,7008,9000,True,5.92246945854711,2.6761394410335715,0.45186209228407825,ok,reverse_kurtosis_sensor_source,256,16,7,1.5,0.5,1,cast_iron,0.11
1,5,smcDC,7280,7280,9000,True,6.815428887608773,3.275725078218231,0.4806337403310095,ok,reverse_kurtosis_sensor_source,256,16,11,1.5,0.5,1,cast_iron,
1,6,smcDC,7248,7248,9000,True,4.636948052053497,2.302744756250592,0.4966078399834936,ok,reverse_kurtosis_sensor_source,256,16,15,1.5,0.5,1,cast_iron,0.2
1,7,smcDC,7136,7136,9000,True,11.622042361011472,6.935625962721193,0.5967648152769218,ok,reverse_kurtosis_sensor_source,256,16,19,1.5,0.5,1,cast_iron,0.24
1,8,smcDC,9000,9000,9000,False,,,0.49236007452532604,no_exit,reverse_kurtosis_sensor_source,256,16,22,1.5,0.5,1,cast_iron,0.29
1,9,smcDC,9000,9000,9000,False,,,0.4711240630327422,no_exit,reverse_kurtosis_sensor_source,256,16,26,1.5,0.5,1,cast_iron,0.28
1,10,smcDC,9000,9000,9000,False,,,0.42396675325849387,no_exit,reverse_kurtosis_sensor_source,256,16,29,1.5,0.5,1,cast_iron,0.29
1,11,smcDC,9000,9000,9000,False,,,0.4453482175875436,no_exit,reverse_kurtosis_sensor_source,256,16,32,1.5,0.5,1,cast_iron,0.38
1,12,smcDC,9000,9000,9000,False,,,0.5243914565431618,no_exit,reverse_kurtosis_sensor_source,256,16,35,1.5,0.5,1,cast_iron,0.4
1,13,smcDC,9000,9000,9000,False,,,0.48328138287585704,no_exit,reverse_kurtosis_sensor_source,256,16,38,1.5,0.5,1,cast_iron,0.43
1,14,smcDC,9000,9000,9000,False,,,0.4578464524954464,no_exit,reverse_kurtosis_sensor_source,256,16,41,1.5,0.5,1,cast_iron,0.45
1,15,smcDC,9000,9000,9000,False,,,0.3244824910393544,no_exit,reverse_kurtosis_sensor_source,256,16,44,1.5,0.5,1,cast_iron,0.5
1,16,smcDC,9000,9000,9000,False,,,0.41432369935609714,no_exit,reverse_kurtosis_sensor_source,256,16,46,1.5,0.5,1,cast_iron,
1,17,smcDC,9000,9000,9000,False,,,0.43118606169454954,no_exit,reverse_kurtosis_sensor_source,256,16,48,1.5,0.5,1,cast_iron,0.44
2,1,smcDC,9000,9000,9000,False,0.0,0.0,0.0,threshold_exceeded,reverse_kurtosis_sensor_source,256,16,3,0.75,0.5,1,cast_iron,0.08
2,2,smcDC,7152,7152,9000,True,20.33096459489953,12.612424924031297,0.6203554615000938,ok,reverse_kurtosis_sensor_source,256,16,9,0.75,0.5,1,cast_iron,0.14
2,3,smcDC,6704,6704,9000,True,19.51194439378927,11.056309953136932,0.5666431663589964,ok,reverse_kurtosis_sensor_source,256,16,12,0.75,0.5,1,cast_iron,0.14
2,4,smcDC,7312,7312,9000,True,10.894082497405025,8.47122297752716,0.7775985705573751,ok,reverse_kurtosis_sensor_source,256,16,15,0.75,0.5,1,cast_iron,0.14
2,5,smcDC,7136,7136,9000,True,25.63178027854988,21.319681162925704,0.8317674750333899,ok,reverse_kurtosis_sensor_source,256,16,22,0.75,0.5,1,cast_iron,0.15
2,6,smcDC,7040,7040,9000,True,23.60327451219842,21.720915335736564,0.9202500832876965,ok,reverse_kurtosis_sensor_source,256,16,24,0.75,0.5,1,cast_iron,
2,7,smcDC,7104,7104,9000,True,17.553020794562872,19.460779734598034,1.1086855056087295,ok,reverse_kurtosis_sensor_source,256,16,27,0.75,0.5,1,cast_iron,0.18
2,8,smcDC,7040,7040,9000,True,13.513114431139622,14.523009086296756,1.0747344115444193,ok,reverse_kurtosis_sensor_source,256,16,33,0.75,0.5,1,cast_iron,0.22
2,9,smcDC,6992,6992,9000,True,13.868649110193154,6.147278922091403,0.4432500147083121,ok,reverse_kurtosis_sensor_source,256,16,39,0.75,0.5,1,cast_iron,0.26
2,10,smcDC,8048,8048,9000,True,25.056274771385024,15.866043292457215,0.6332163674446782,ok,reverse_kurtosis_sensor_source,256,16,45,0.75,0.5,1,cast_iron,0.31
2,11,smcDC,7104,7104,9000,True,18.445447252393194,5.818746190058823,0.3154570399091531,ok,reverse_kurtosis_sensor_source,256,16,51,0.75,0.5,1,cast_iron,0.38
2,12,smcDC,6944,6944,9000,True,23.07765331950649,14.442548246777688,0.6258239538829966,ok,reverse_kurtosis_sensor_source,256,16,59,0.75,0.5,1,cast_iron,0.43
2,13,smcDC,9000,9000,9000,False,,,0.9417058845244243,no_exit,reverse_kurtosis_sensor_source,256,16,66,0.75,0.5,1,cast_iron,0.48
2,14,smcDC,9000,9000,9000,False,,,1.0140270431351626,no_exit,reverse_kurtosis_sensor_source,256,16,72,0.75,0.5,1,cast_iron,0.55
3,1,smcDC,7680,7680,9000,True,3.8258956641157154,2.6486332722137496,0.6922910358095471,ok,reverse_kurtosis_sensor_source,256,16,0,0.75,0.25,1,cast_iron,0.0
3,2,smcDC,7760,7760,9000,True,2.7970036414997215,2.1724683980636357,0.7767127528285898,ok,reverse_kurtosis_sensor_source,256,16,3,0.75,0.25,1,cast_iron,0.13
3,3,smcDC,8496,8496,9000,True,2.104058584253723,1.2367236515668671,0.5877800460596062,ok,reverse_kurtosis_sensor_source,256,16,9,0.75,0.25,1,cast_iron,0.13
3,5,smcDC,7232,7232,9000,True,3.4050658480989,1.4757952950896307,0.4334116756978972,ok,reverse_kurtosis_sensor_source,256,16,21,0.75,0.25,1,cast_iron,0.17
3,6,smcDC,5552,5552,9000,True,3.4090616188769314,2.4535217883131284,0.7197059081372658,ok,reverse_kurtosis_sensor_source,256,16,27,0.75,0.25,1,cast_iron,0.19
3,7,smcDC,7680,7680,9000,True,2.9468229544347326,2.108970998835641,0.7156761812442318,ok,reverse_kurtosis_sensor_source,256,16,33,0.75,0.25,1,cast_iron,0.2
3,8,smcDC,8160,8160,9000,True,2.3400653737833546,1.5855104217405722,0.6775496272460209,ok,reverse_kurtosis_sensor_source,256,16,39,0.75,0.25,1,cast_iron,0.23
3,9,smcDC,7104,7104,9000,True,2.314794523336373,1.223137993746815,0.5284002452112078,ok,reverse_kurtosis_sensor_source,256,16,45,0.75,0.25,1,cast_iron,0.23
3,10,smcDC,8416,8416,9000,True,3.1341672302120642,2.5417189459747864,0.810971067998715,ok,reverse_kurtosis_sensor_source,256,16,51,0.75,0.25,1,cast_iron,0.26
3,11,smcDC,7328,7328,9000,True,1.9994054595257014,1.6629412839869613,0.8317178869659807,ok,reverse_kurtosis_sensor_source,256,16,57,0.75,0.25,1,cast_iron,0.28
3,12,smcDC,6768,6768,9000,True,3.2477429656086967,1.8926697779758686,0.5827646454829266,ok,reverse_kurtosis_sensor_source,256,16,63,0.75,0.25,1,cast_iron,0.33
3,14,smcDC,8352,8352,9000,True,2.074996482677968,1.243453293262976,0.5992556149570498,ok,reverse_kurtosis_sensor_source,256,16,69,0.75,0.25,1,cast_iron,0.36
3,15,smcDC,5696,5696,9000,True,4.495619918360982,1.8844989640927499,0.41918556246082894,ok,reverse_kurtosis_sensor_source,256,16,75,0.75,0.25,1,cast_iron,0.44
3,16,smcDC,8416,8416,9000,True,7.9239967828737905,3.310045064472043,0.41772418075915313,ok,reverse_kurtosis_sensor_source,256,16,81,0.75,0.25,1,cast_iron,0.55
4,1,smcDC,7024,7024,9000,True,1.8948348859751294,2.387714702895832,1.2601175546043208,ok,reverse_kurtosis_sensor_source,256,16,3,1.5,0.25,1,cast_iron,0.08
4,2,smcDC,6352,6352,9000,True,1.4245105701011298,1.3325522712732012,0.9354456886740934,ok,reverse_kurtosis_sensor_source,256,16,9,1.5,0.25,1,cast_iron,0.13
