case,run,sensor,idx_exit_start,idx_end,signal_length,has_exit,exit_confidence,score,threshold,segment_status,method,detection_window,detection_hop,time,DOC,feed,material,material_name,VB
1,1,vib_spindle,8416,8416,9000,True,3.86000141765,1.5352041665601182,0.3977211406028195,ok,reverse_kurtosis_sensor_source,256,16,2,1.5,0.5,1,cast_iron,0.0
1,2,vib_spindle,8384,8384,9000,True,6.232495258073048,2.907947399560753,0.4665783573261144,ok,reverse_kurtosis_sensor_source,256,16,4,1.5,0.5,1,cast_iron,
1,3,vib_spindle,8320,8320,9000,True,6.575324988704704,2.468207470275435,0.37537421716931446,ok,reverse_kurtosis_sensor_source,256,16,6,1.5,0.5,1,cast_iron,
1,4,vib_spindle,8320,8320,9000,True,10.333727567587577,4.067891825631142,0.3936519323753048,ok,reverse_kurtosis_sensor_source,256,16,7,1.5,0.5,1,cast_iron,0.11
1,5,vib_spindle,8464,8464,9000,True,7.792828052756059,2.7857602063720286,0.35747743790895103,ok,reverse_kurtosis_sensor_source,256,16,11,1.5,0.5,1,cast_iron,
1,6,vib_spindle,7616,7616,9000,True,27.842855906969483,13.70806011088813,0.49233671131519796,ok,reverse_kurtosis_sensor_source,256,16,15,1.5,0.5,1,cast_iron,0.2
1,7,vib_spindle,7232,7232,9000,True,6.332267409459038,2.2715965369050486,0.3587335136076917,ok,reverse_kurtosis_sensor_source,256,16,19,1.5,0.5,1,cast_iron,0.24
1,8,vib_spindle,7904,7904,9000,True,142.04758030534964,70.9116124179279,0.4992102805648092,ok,reverse_kurtosis_sensor_source,256,16,22,1.5,0.5,1,cast_iron,0.29
1,9,vib_spindle,7968,7968,9000,True,411.86504459677985,168.11942644356807,0.40819056787824004,ok,reverse_kurtosis_sensor_source,256,16,26,1.5,0.5,1,cast_iron,0.28
1,10,vib_spindle,7440,7440,9000,True,11.15325211634249,5.064370421475563,0.45407118646979716,ok,reverse_kurtosis_sensor_source,256,16,29,1.5,0.5,1,cast_iron,0.29
1,11,vib_spindle,8368,8368,9000,True,111.60220975999097,41.77364507497351,0.3743084045082916,ok,reverse_kurtosis_sensor_source,256,16,32,1.5,0.5,1,cast_iron,0.38
1,12,vib_spindle,8336,8336,9000,True,6.6560887454806,1.6501116057911651,0.2479100968875924,ok,reverse_kurtosis_sensor_source,256,16,35,1.5,0.5,1,cast_iron,0.4
1,13,vib_spindle,7904,7904,9000,True,3.8420469580158243,0.9792457836782282,0.25487605809485087,ok,reverse_kurtosis_sensor_source,256,16,38,1.5,0.5,1,cast_iron,0.43
1,14,vib_spindle,7472,7472,9000,True,6.522136225320869,1.898131634897558,0.2910291305357784,ok,reverse_kurtosis_sensor_source,256,16,41,1.5,0.5,1,cast_iron,0.45
